"source_path","doc_kind","namespace_or_section","target_path","notes"
"docs/md/GTA.Forms/Label.OnPaint.md","type-member","GTA.Forms","docs/reference/gta-forms/label.md","Fold member page OnPaint into the owning type reference page."
"docs/md/GTA.Forms/Label.OnTextChanged.md","type-member","GTA.Forms","docs/reference/gta-forms/label.md","Fold member page OnTextChanged into the owning type reference page."
"docs/md/GTA.Forms/LabelConstructor1.md","type-constructor","GTA.Forms","docs/reference/gta-forms/label.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Forms/LabelMembers.md","type-member-list","GTA.Forms","docs/reference/gta-forms/label.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/LabelMethods.md","type-member-list","GTA.Forms","docs/reference/gta-forms/label.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/Listbox.Border.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox.md","Fold member page Border into the owning type reference page."
"docs/md/GTA.Forms/Listbox.DefaultSize.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox.md","Fold member page DefaultSize into the owning type reference page."
"docs/md/GTA.Forms/Listbox.ItemCollection.Add_overload_1.md","member-overload","GTA.Forms","docs/reference/gta-forms/listbox.md","Collapse the ItemCollection.Add overload detail into the owning type page."
"docs/md/GTA.Forms/Listbox.ItemCollection.Add_overload_2.md","member-overload","GTA.Forms","docs/reference/gta-forms/listbox.md","Collapse the ItemCollection.Add overload detail into the owning type page."
"docs/md/GTA.Forms/Listbox.ItemCollection.Add_overloads.md","member-overload-list","GTA.Forms","docs/reference/gta-forms/listbox.md","Collapse the ItemCollection.Add overload summary into the owning type page."
"docs/md/GTA.Forms/Listbox.ItemCollection.IndexOf_overload_1.md","member-overload","GTA.Forms","docs/reference/gta-forms/listbox.md","Collapse the ItemCollection.IndexOf overload detail into the owning type page."
"docs/md/GTA.Forms/Listbox.ItemCollection.IndexOf_overloads.md","member-overload-list","GTA.Forms","docs/reference/gta-forms/listbox.md","Collapse the ItemCollection.IndexOf overload summary into the owning type page."
"docs/md/GTA.Forms/Listbox.ItemCollection.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox.md","Fold member page ItemCollection into the owning type reference page."
"docs/md/GTA.Forms/Listbox.ItemCollection.Remove_overload_1.md","member-overload","GTA.Forms","docs/reference/gta-forms/listbox.md","Collapse the ItemCollection.Remove overload detail into the owning type page."
"docs/md/GTA.Forms/Listbox.ItemCollection.Remove_overloads.md","member-overload-list","GTA.Forms","docs/reference/gta-forms/listbox.md","Collapse the ItemCollection.Remove overload summary into the owning type page."
"docs/md/GTA.Forms/Listbox.ItemCollectionConstructor1.md","type-constructor","GTA.Forms","docs/reference/gta-forms/listbox-item-collection.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Forms/Listbox.ItemCollectionMembers.md","type-member-list","GTA.Forms","docs/reference/gta-forms/listbox-item-collection.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/Listbox.ItemCollectionMethods.md","type-member-list","GTA.Forms","docs/reference/gta-forms/listbox-item-collection.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/Listbox.Items.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox.md","Fold member page Items into the owning type reference page."
"docs/md/GTA.Forms/Listbox.md","type-page","GTA.Forms","docs/reference/gta-forms/listbox.md","Keep as a standalone generated type reference page."
"docs/md/GTA.Forms/Listbox.OnMouseDown.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox.md","Fold member page OnMouseDown into the owning type reference page."
"docs/md/GTA.Forms/Listbox.OnPaint.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox.md","Fold member page OnPaint into the owning type reference page."
"docs/md/GTA.Forms/Listbox.OnResize.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox.md","Fold member page OnResize into the owning type reference page."
"docs/md/GTA.Forms/Listbox.OnSelectedIndexChanged.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox.md","Fold member page OnSelectedIndexChanged into the owning type reference page."
"docs/md/GTA.Forms/Listbox.ScrollbarSize.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox.md","Fold member page ScrollbarSize into the owning type reference page."
"docs/md/GTA.Forms/Listbox.SelectedIndex.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox.md","Fold member page SelectedIndex into the owning type reference page."
"docs/md/GTA.Forms/Listbox.SelectedIndexChanged.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox.md","Fold member page SelectedIndexChanged into the owning type reference page."
"docs/md/GTA.Forms/Listbox.SelectedItem.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox.md","Fold member page SelectedItem into the owning type reference page."
"docs/md/GTA.Forms/Listbox.SelectedValue.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox.md","Fold member page SelectedValue into the owning type reference page."
"docs/md/GTA.Forms/Listbox.SelectionColor.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox.md","Fold member page SelectionColor into the owning type reference page."
"docs/md/GTA.Forms/ListboxConstructor1.md","type-constructor","GTA.Forms","docs/reference/gta-forms/listbox.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Forms/ListboxEvents.md","type-member-list","GTA.Forms","docs/reference/gta-forms/listbox.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/ListboxItem.DisplayText.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox-item.md","Fold member page DisplayText into the owning type reference page."
"docs/md/GTA.Forms/ListboxItem.Equals.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox-item.md","Fold member page Equals into the owning type reference page."
"docs/md/GTA.Forms/ListboxItem.md","type-page","GTA.Forms","docs/reference/gta-forms/listbox-item.md","Keep as a standalone generated type reference page."
"docs/md/GTA.Forms/ListboxItem.Value.md","type-member","GTA.Forms","docs/reference/gta-forms/listbox-item.md","Fold member page Value into the owning type reference page."
"docs/md/GTA.Forms/ListboxItemConstructor.md","type-constructor","GTA.Forms","docs/reference/gta-forms/listbox-item.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Forms/ListboxItemConstructor2.md","type-constructor","GTA.Forms","docs/reference/gta-forms/listbox-item.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Forms/ListboxItemConstructor3.md","type-constructor","GTA.Forms","docs/reference/gta-forms/listbox-item.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Forms/ListboxItemMembers.md","type-member-list","GTA.Forms","docs/reference/gta-forms/listbox-item.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/ListboxItemMethods.md","type-member-list","GTA.Forms","docs/reference/gta-forms/listbox-item.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/ListboxItemProperties.md","type-member-list","GTA.Forms","docs/reference/gta-forms/listbox-item.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/ListboxMembers.md","type-member-list","GTA.Forms","docs/reference/gta-forms/listbox.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/ListboxMethods.md","type-member-list","GTA.Forms","docs/reference/gta-forms/listbox.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/ListboxProperties.md","type-member-list","GTA.Forms","docs/reference/gta-forms/listbox.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/Scrollbar.ContentSize.md","type-member","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Fold member page ContentSize into the owning type reference page."
"docs/md/GTA.Forms/Scrollbar.DefaultSize.md","type-member","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Fold member page DefaultSize into the owning type reference page."
"docs/md/GTA.Forms/Scrollbar.MaxContentValue.md","type-member","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Fold member page MaxContentValue into the owning type reference page."
"docs/md/GTA.Forms/Scrollbar.MaxValue.md","type-member","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Fold member page MaxValue into the owning type reference page."
"docs/md/GTA.Forms/Scrollbar.md","type-page","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Keep as a standalone generated type reference page."
"docs/md/GTA.Forms/Scrollbar.MinValue.md","type-member","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Fold member page MinValue into the owning type reference page."
"docs/md/GTA.Forms/Scrollbar.OnClick.md","type-member","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Fold member page OnClick into the owning type reference page."
"docs/md/GTA.Forms/Scrollbar.OnDragRelease.md","type-member","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Fold member page OnDragRelease into the owning type reference page."
"docs/md/GTA.Forms/Scrollbar.OnMouseDown.md","type-member","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Fold member page OnMouseDown into the owning type reference page."
"docs/md/GTA.Forms/Scrollbar.OnPaint.md","type-member","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Fold member page OnPaint into the owning type reference page."
"docs/md/GTA.Forms/Scrollbar.OnValueChanged.md","type-member","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Fold member page OnValueChanged into the owning type reference page."
"docs/md/GTA.Forms/Scrollbar.Value.md","type-member","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Fold member page Value into the owning type reference page."
"docs/md/GTA.Forms/Scrollbar.ValueChanged.md","type-member","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Fold member page ValueChanged into the owning type reference page."
"docs/md/GTA.Forms/ScrollbarConstructor1.md","type-constructor","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Forms/ScrollbarEvents.md","type-member-list","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/ScrollbarMembers.md","type-member-list","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/ScrollbarMethods.md","type-member-list","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/ScrollbarProperties.md","type-member-list","GTA.Forms","docs/reference/gta-forms/scrollbar.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/Textbox.Border.md","type-member","GTA.Forms","docs/reference/gta-forms/textbox.md","Fold member page Border into the owning type reference page."
"docs/md/GTA.Forms/Textbox.DefaultSize.md","type-member","GTA.Forms","docs/reference/gta-forms/textbox.md","Fold member page DefaultSize into the owning type reference page."
"docs/md/GTA.Forms/Textbox.MaxLength.md","type-member","GTA.Forms","docs/reference/gta-forms/textbox.md","Fold member page MaxLength into the owning type reference page."
"docs/md/GTA.Forms/Textbox.md","type-page","GTA.Forms","docs/reference/gta-forms/textbox.md","Keep as a standalone generated type reference page."
"docs/md/GTA.Forms/Textbox.OnKeyDown.md","type-member","GTA.Forms","docs/reference/gta-forms/textbox.md","Fold member page OnKeyDown into the owning type reference page."
"docs/md/GTA.Forms/Textbox.OnPaint.md","type-member","GTA.Forms","docs/reference/gta-forms/textbox.md","Fold member page OnPaint into the owning type reference page."
"docs/md/GTA.Forms/TextboxConstructor1.md","type-constructor","GTA.Forms","docs/reference/gta-forms/textbox.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Forms/TextboxMembers.md","type-member-list","GTA.Forms","docs/reference/gta-forms/textbox.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/TextboxMethods.md","type-member-list","GTA.Forms","docs/reference/gta-forms/textbox.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Forms/TextboxProperties.md","type-member-list","GTA.Forms","docs/reference/gta-forms/textbox.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Native/Function.Call_overload_1.md","member-overload","GTA.Native","docs/reference/gta-native/function.md","Collapse the Call overload detail into the owning type page."
"docs/md/GTA.Native/Function.Call_overload_2.md","member-overload","GTA.Native","docs/reference/gta-native/function.md","Collapse the Call overload detail into the owning type page."
"docs/md/GTA.Native/Function.Call_overloads.md","member-overload-list","GTA.Native","docs/reference/gta-native/function.md","Collapse the Call overload summary into the owning type page."
"docs/md/GTA.Native/Function.Dispose.md","type-member","GTA.Native","docs/reference/gta-native/function.md","Fold member page Dispose into the owning type reference page."
"docs/md/GTA.Native/Function.md","type-page","GTA.Native","docs/reference/gta-native/function.md","Keep as a standalone generated type reference page."
"docs/md/GTA.Native/FunctionMembers.md","type-member-list","GTA.Native","docs/reference/gta-native/function.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Native/FunctionMethods.md","type-member-list","GTA.Native","docs/reference/gta-native/function.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Native/index.md","namespace-index","GTA.Native","docs/reference/gta-native/index.md","Namespace landing page retained as the entry point for generated API reference."
"docs/md/GTA.Native/Parameter.Dispose_overload_1.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the Dispose overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.Dispose_overload_2.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the Dispose overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.Dispose_overloads.md","member-overload-list","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the Dispose overload summary into the owning type page."
"docs/md/GTA.Native/Parameter.md","type-page","GTA.Native","docs/reference/gta-native/parameter.md","Keep as a standalone generated type reference page."
"docs/md/GTA.Native/Parameter.op_Implicit_overload_1.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.op_Implicit_overload_10.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.op_Implicit_overload_11.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.op_Implicit_overload_12.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.op_Implicit_overload_13.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.op_Implicit_overload_14.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.op_Implicit_overload_2.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.op_Implicit_overload_3.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.op_Implicit_overload_4.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.op_Implicit_overload_5.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.op_Implicit_overload_6.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.op_Implicit_overload_7.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.op_Implicit_overload_8.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.op_Implicit_overload_9.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_1.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_10.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_11.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_12.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_13.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_14.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_15.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_2.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_3.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_4.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_5.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_6.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_7.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_8.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overload_9.md","member-overload","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload detail into the owning type page."
"docs/md/GTA.Native/Parameter.SetValue_overloads.md","member-overload-list","GTA.Native","docs/reference/gta-native/parameter.md","Collapse the SetValue overload summary into the owning type page."
"docs/md/GTA.Native/Parameter.ToString.md","type-member","GTA.Native","docs/reference/gta-native/parameter.md","Fold member page ToString into the owning type reference page."
"docs/md/GTA.Native/Parameter.Value.md","type-member","GTA.Native","docs/reference/gta-native/parameter.md","Fold member page Value into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor10.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor11.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor12.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor13.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor14.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor15.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor16.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor2.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor3.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor4.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor5.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor6.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor7.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor8.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterConstructor9.md","type-constructor","GTA.Native","docs/reference/gta-native/parameter.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/ParameterMembers.md","type-member-list","GTA.Native","docs/reference/gta-native/parameter.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Native/ParameterMethods.md","type-member-list","GTA.Native","docs/reference/gta-native/parameter.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Native/ParameterOperators.md","type-member-list","GTA.Native","docs/reference/gta-native/parameter.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Native/ParameterProperties.md","type-member-list","GTA.Native","docs/reference/gta-native/parameter.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Native/Pointer.md","type-page","GTA.Native","docs/reference/gta-native/pointer.md","Keep as a standalone generated type reference page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_1.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_10.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_11.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_12.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_13.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_14.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_15.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_16.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_17.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_18.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_19.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_2.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_20.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_21.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_22.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_23.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_24.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_25.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_26.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_27.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_28.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_29.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_3.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_30.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_4.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_5.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_6.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_7.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_8.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.op_Implicit_overload_9.md","member-overload","GTA.Native","docs/reference/gta-native/pointer.md","Collapse the op_Implicit overload detail into the owning type page."
"docs/md/GTA.Native/Pointer.ToInputParameter.md","type-member","GTA.Native","docs/reference/gta-native/pointer.md","Fold member page ToInputParameter into the owning type reference page."
"docs/md/GTA.Native/PointerConstructor2.md","type-constructor","GTA.Native","docs/reference/gta-native/pointer.md","Merge constructor details into the owning type reference page."
"docs/md/GTA.Native/PointerMembers.md","type-member-list","GTA.Native","docs/reference/gta-native/pointer.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Native/PointerMethods.md","type-member-list","GTA.Native","docs/reference/gta-native/pointer.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Native/PointerOperators.md","type-member-list","GTA.Native","docs/reference/gta-native/pointer.md","Consolidate list-style member inventory into the owning type reference page."
"docs/md/GTA.Native/Template.Argument.md","type-member","GTA.Native","docs/reference/gta-native/template.md","Fold member page Argument into the owning type reference page."
"docs/md/GTA.Native/Template.ArgumentCount.md","type-member","GTA.Native","docs/reference/gta-native/template.md","Fold member page ArgumentCount into the owning type reference page."
"docs/md/GTA.Native/Template.Invoke.md","type-member","GTA.Native","docs/reference/gta-native/template.md","Fold member page Invoke into the owning type reference page."
